Company Name,Website,Emails Found,Status
JL Creatives,http://www.jlcreatives.co.za/,info@jlcreatives.co.za,done
Bastrio Technology,https://www.bastrio.co.za/,,
My Fridge Online,https://mfol.co.za/,support@myfridgeonline.com,done
Anderson Engineering,http://www.andersoneng.co.za/,"hr@andersoneng.co.za,mail@andersoneng.co.za",done
Hunnid Bands Capital,https://www.tesmax.co.za/,,no email
ISM,https://www.ism-sa.co.za/,,no email
Outeniqua IT,https://www.outeniquait.co.za/,info@outeniquait.co.za,done
BDE Consulting Engineers (Pty) Ltd,https://bdeconsult.co.za/,,no email
Solidline Capital,https://www.solidlinecapital.co.za/,invest@solidlinecapital.co.za,done
Maker Industries,https://themakerindustries.com/,,
Etse Electronics,http://www.etse.co.za/,info@etse.co.za,done
Octoco,http://octoco.ltd/,info@octoco.ltd,done
Invenfin,http://www.invenfin.com/,,no email
Venter Engineering,http://www.venterengineering.co.za/,anton@venterengineering.co.za,done
E4 Electrical,https://e4electrical.co.za/,,
Ecotech Engineering,http://www.ecotechengineering.co.za/,,
Hofmeyr & Associates Consulting Engineers Knysna,https://hofmeyrassociates.co.za/,,
Pure Platinum,http://www.pure-platinum.co.za/,,
Mayfair Capital,http://mayfaircapital.xyz/,"alan@mayfaircapital.xyz,complaints.IR@justice.gov,info@example.com,www@mayfaircapital.xyz",done
By Design,https://knysnabydesign.co.za/,printing@knysnabydesign.co.za,done
Philco Systems (Pty) Ltd.,http://www.philco.co.za/,,
Rhino Capital Investments (Pty) Ltd,http://rcinvest.co.za/,,
3D Inc (3D printing),http://3dinc.co.za/,,
GITECH,https://www.gitech.co.za/,,
Calibre Consulting Engineers (SA) (Pty) Ltd,http://www.calibreeng.co.za/,admin@calibreeng.co.za,done
FINCOR Accountants,http://www.fincor.co.za/,,
Mogale Design And Projects(PTY)Ltd.,https://www.4fc.co.za/,,
Jericho Systems,http://jerichosystems.co.za/,,
ELECTRO INSTRUMENTS,http://wjengineering.net/,,
Shaun Dalton CFP® - Efficient Wealth,https://www.shaundalton.co.za/,,
Designer boards and decor,https://www.alinestudiosa.com/,elri@alinestudio.co.za,done
ifm electronic,http://www.ifm.com/za,,no email
ITS Klerksdorp,http://www.itsklerksdorp.co.za/,,
Live Line Technology,http://www.liveline.co.za/,sales@liveline.co.za,done
PPW and Associates (North West),http://ppw-associates.com/,,
Colad Design Studio,http://www.colad.co.za/,,
The A&R Group,http://www.areng.co.za/,,
IE Capital,https://iecapital.co.za/,,
Link Designs - Graphic & Website Design,http://www.link-designs.co.za/,,
Tecmo Automation (Pty) Ltd,http://www.csdtecmo.co.za/,,
Hive IoT,http://www.hive-iot.com/,,
Field Services And Engineering,http://fse.net.za/,,
TPE Design Engineering,https://www.tpede.co.za/,,no website
Webify,https://www.webify.org.za/,,no email
The IOT Cafe,https://iotsolutions.co.za/,,
Ericson Engineering (pty) Ltd,https://ericsonengineering.co.za/,,
MyGrowthFund Venture Partners,http://www.mygrowthfund.co/,,
Dezign AM,http://www.indabukodesign.co.za/,,
Quantum Design and Engineering (PTY) Ltd.,http://www.qde.co.za/,,
Vegas Investment Holdings cc,https://mbieno-investments.com/,,
Make A Plan Signage Projects,https://www.facebook.com/profile.php?id=100064040709874,,no email
SCC SEKHASIMBE CONSIENTIOUS COMPANY(PTY)LTD,http://www.sekhasimbecc.africa/,,
Epoxy Crafting Projects,https://mamelodibiz.co.za/,,
Fire and Security Techniques,https://www.fst.co.za/,,
Security Warehouse Headquarters,http://www.securitywarehouse.co.za/,,
{type}DEV,https://typedev.io/,,
Sabertek(Pty)Ltd,http://www.sabertek.co.za/,,
Ntirhisano Venture Capital,https://ntirhocapital.co.za/,,
EARN - Enterprising Africa Regional Network,https://www.earninternational.net/,,
Future Branding,http://www.futurebranding.co.za/,,
National Security & Fire (Pty) Ltd,http://infinityandfireservices.co.za/,,
Midrand Alarms,http://www.midrandalarms.co.za/,,
Blue Turtle Technologies (Head Office),http://www.blueturtle.co.za/,,
Quadrant Systems,http://www.quadrantsystems.co.za/,,
IOT Rev-Tech,http://iotrevolution.co.za/,,
ALENG Engineering Services (Pty) Ltd,https://alenggroup.com/,,
Kgatelopele Venture Capital and Private Equity Pty (Ltd),http://kgatelopele.co.za/,,
"Denka, Industrial Design Johannesburg",http://www.denka.co.za/,,
Fire Detection Suppliers,http://www.isfsfp.co.za/,sales@isfsfp.co.za,done
Cease Fire South Africa,https://ceasefireafrica.co.za/,info@ceasefireafrica.co.za,done
Quantico Security Solutions (Pty) Ltd JHB | KZN | CPT,http://www.quanticosecurity.co.za/,info@quanticosecurity.co.za,done
Providence Software Solutions,http://www.providencesoft.com/,,
EHL Engineering Group,http://www.ehl.co.za/,,
Dazzle Angels,http://dazzleangels.com/,,
Steinhobel Design (Pty) Ltd,https://www.artsteinhobel.com/,,
DSS Fire Systems,http://www.dssfire.co.za/,,
Stemar Security Systems,https://stemar.co.za/,"Gary@Stemar.co.za,Info@Stemar.co.za,Sales@stemar.co.za,gary@stemar.co.za,info@stemar.co.za,sales@stemar.co.za",done
Scrums.com (Johannesburg),https://www.scrums.com/,"careers@scrums.com,hello@scrums.com,join@scrums.com,platform@scrums.com,sales@scrums.com,security@scrums.com,support@scrums.com",done
TM Engineering,https://tmengineering.co.za/,,
Precision Designs Agency,https://precisiondesignsagency.com/,"info@precisiondesignsagency.com,your.email@example.com",done
Fire Risk Solutions and Maintenance,https://www.firerisks.co.za/,,
Security Warehouse West Rand,https://www.securitywarehouse.co.za/,,
Runninghill Software Development,https://runninghill.co.za/,"cv@runninghill.co.za,info@runninghill.co.za",done
RWW Engineering (Pty) Ltd,http://www.rww.co.za/,,
WealthyMe,https://wealthymefs.co.za/,,
DESIGNERD (Pty) Ltd,https://designerd.co.za/,,
Alarmtec (Pty) Ltd,https://www.alarmtec.co.za/,,
ALGA Digital,https://algadigital.co.za/,,
Dueltron System Integration (Pty) Ltd,https://www.dueltron.co.za/,,
Autoliv Southern Africa Pty Ltd,http://www.autoliv.com/,,
REP Engineering,http://www.repengineering.co.za/,info@repeng.co.za,done
Excalibur Wealth (Pty) Ltd,http://www.excalibur.co.za/,,
ROLDOTSA,http://www.roldotsa.co.za/,,
Brady Protection Incendie SA,http://www.bpiintl.com/,,
TG Security Systems,http://www.tgsecurity.co.za/,,
Evolvea Systems pty (ltd),https://evolvea.digital/,,
Electronic designers,https://eliteengineering.co.za/,,
Capture Creative Design,http://www.capturecreative.co.za/,info@capturecreative.co.za,done
Tempest Fire,http://tempestfire.co.za/,,
Fire Control Services,http://www.krsfire.com/,,
AAA Alarms,https://aaa-alarms.co.za/,,no website
Tech We Aah,https://techweaah.co.za/,"info@techweaah.co.za,infot@techweaah.co.za,kireshnee@techweaah.co.za",done
Day-Tec,http://day-tec.com/,info@day-tec.com,done
Resego Technologies,https://resegotech.co.za/,"Info@resegotech.co.za,Nikki@resegotech.co.za,fanie@resegotech.co.za,info@resegotech.co.za,nikki@resegotech.co.za,promise@resegotech.co.za,tiaan@resegotech.co.za",done
Nera Capital Partners,http://landscapital.com/,info@landscapital.co.za,done
Barnel Design and Manufacturing,http://www.barneldesign.co.za/,,no website
Exodus Fire (Fire Risk Prevention Specialists),http://www.advancedfst.co.za/,,
Rapid Fire Safety Services,http://advancefire.co.za/,advf@mweb.co.za,done
CPS SECURITY,http://www.c-p-s.co.za/,sales@c-p-s.co.za,done
Applord,https://applord.co/,,no email
Mantech Systems and Solutions,http://www.mantechsystems.co.za/,".zasales@mantechsystems.co.za,info@mantechsystems.co.za,sales@mantechsystems.co.za",done
NexusDev Software Development,https://nexuscode.co.za/,,no email
AGP Engineering,http://www.agpengineering.co.za/,info@agpengineering.co.za,done
FV of Money (Pty) Ltd,http://www.fvvcapital.co.za/,invest@fvvcapital.co.za,done
Webshure Digital Marketing & Website Design Agency,https://www.webshure.com/,,no website
MSL Security Products - Collection Point,http://www.idsprotect.co.za/,,
Nelly Technologies (Pty) Ltd,https://nellytechnologies.co.za/,,no email
MOTION CONTROL SYSTEMS,http://www.motioncontrolsystems.co.za/,info@motioncontrolsystems.co.za,done
Manfel Engineering,http://www.manfel.co.za/,info@manfel.co.za,done
JP DESIGN & ENGINEERING,http://www.designeng.co.za/,,no email
Fire Order (Pty) Ltd,https://www.fireorder.co.za/,"admin@fireorder.co.za,kingproteadigital@gmail.com",done
Mathambo fire Pty Ltd,https://mathambofire.co.za/,info@mathambofire.co.za,done
Prosafe Protection Products Cc,http://www.prosafesecurity.com/,"0e6a29e4756740a8a63493e912ba2174@sentry.wixpress,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress,2062d0a4929b45348643784b5cb39c36@sentry.wixpress,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress,8c4075d5481d476e945486754f783364@sentry.io,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress,aj@prosafesecurity.com,baf30a2b91654c5a840931f0137bed30@sentry.wixpress,c183baa23371454f99f417f6616b724d@sentry.wixpress,celeste@prosafesecurity.com,chene@prosafesecurity.com,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress,dorette.prosafe@gmail.com,dorette@prosafesecurity.com,gerhard@prosafesecurity.com,gordon@prosafesecurity.com,joyce@prosafesecurity.com,liaan@prosafesecurity.com,marelize@prosafesecurity.com,marilise@prosafesecurity.com,marthie@prosafesecurity.com,rachel@prosafesecurity.com,tiaans@prosafesecurity.com,tony@prosafesecurity.com",done
Developmento Labs (Pty) Ltd,https://developmentolabs.co.za/,info@developmentolabs.co.za,done
Lesavert (PTY) LTD,http://lesavert.co.za/,"accounts@lesavert.co.za,procurement@lesavert.co.za,sales@lesavert.co.za",done
Electrical Instrument Management Services,http://machinerepair.co.za/,admin@machinerepair.co.za,done
Alchemist Design Studio,http://www.alchemistdesign.co.za/,info@alchemistdesign.co.za,done
Vaal Triangle Fire Services (Pty) Ltd,http://www.vaaltrianglefireservices.co.za/,"accounts@itmastermind.co.za,vaaltfire@icon.co.za",done
The Security Mecca Cc,http://www.secmec.co.za/,"info@secmec.co.za,it@secmec.co.za",done
Global Software Services,http://globalsoftwareservices.co.za/,,no website
Ecotec Engineering (Pty) Ltd,http://ecotec.co.za/,,no email
Stock Electronics,https://www.stockelectronics.co.za/,sales@seweb.co.za,done
Bunnypants,https://www.bunnypants.co.za/,"info@yourbusiness.co.za,robyn@itutoring.co.za",done
373 Alarms,https://373alarms.co.za/,,
Hybrid Technology,https://hybridtechnology.co.za/,,no email
Mobile Comp Tech,http://www.mobilecomptech.co.za/,,no email
Enserve Engineering Services (Pty) Ltd,https://enserveonline.com/,"a@J.uu,adminkzn@enserve.co.za,brandon@enserve.co.za,danie@enserve.co.za,durban@enserve.co.za,grant@enserve.co.za,hassank@enserve.co.za,lungi@enserve.co.za,mail@enserve.co.za,maputo@enserve.co.za,margievdw@enserve.co.za,migueln@eswafrica.com,namibia@enserve.co.na,namibia@enserve.co.za,nthabisengs@enserve.co.za,paulo@enserve.co.mz,paulo@enserve.co.za",done
SIS Engineering and Design,https://siseng.co.za/,,no website
DFW FIRE & RESCUE NPC,http://dfwfireandrescue.com/,"Drakensteinfw@gmail.com,drakensteinfw@gmail.com",done
PACRS,http://www.pacrs.co.za/,"AllanC@pacrs.co.za,RaynoC@pacrs.co.za,accounts@pacrs.co.za,allanc@pacrs.co.za,customercare@pacrs.co.za,guarding@pacrs.co.za,info@pacrs.co.za,rayleen44@gmail.com,raynoc@pacrs.co.za,sales@pacrs.co.za,service@pacrs.co.za,technical@pacrs.co.za,training@pacrs.co.za,visser@gmail.com,wedenc@pacrs.co.za",done
DNS Africa Ltd,https://dns.business/,,
M and M Electronics,https://www.mandmelec.co.za/,,
TallOrder Solutions,https://www.tallorderpos.com/,,
Chanbeta International (Pty) Ltd,http://southerncrosscapital.co.za/,,
CreateSA - Design and Printing Studio,http://createsa.co.za/,,
Security Solutions Company,https://securitysolutionscompany.com/,,
Weskaap Brandblussers,http://www.bvm.gov.za/,,
Simplict,http://www.simplict.it/,,
Enso Tech,http://www.enso.co.za/,,
Worcester,"https://en.wikipedia.org/wiki/Worcester,_South_Africa",,
Elementary Technologies - Lighting Controls & IoT solutions in Cape Town,https://www.elementarytechnologies.co.za/,,
Digital Interactive Graphic Design Studio Pretoria,https://www.di.co.za/,,
The Engineering Hub,https://theengineeringhub.co.za/,,
Edgetec Systems (Pty) Ltd,http://www.edgetec.co.za/,,
Electro Systems,http://www.electrosystems.co.za/,,
Itec Kimberley,http://itecgroup.co.za/,,
ITEngineering & Media (PTY) Ltd,https://www.nortechsystems.co.za/,,
J T R International Investment Company (Pty) Ltd,http://www.strathedeninvestments.co.za/,,
Mixed Elements Design Studio,http://www.medesignstudio.me/,,
Wave Technologies SA,http://wave.co.za/,,
Anywhere I.T,http://anywhereit.co.za/,,
Natec It Solutions,https://natec.co.za/,,
Designer boards and decor,http://thedesignstudio.co.za/,,
Klerksdorp Engineering,http://www.klerksdorpengineering.co.za/,,
Welkom Industrial Controls,http://www.manos.co.za/,,
Mamelodi Fire Station,https://www.tshwane.gov.za/?page_id=2294,,
ZSS Security (PTY) Ltd,https://zss-security.co.za/,,
SB SECURITY,http://www.sbsecurity.co.za/,,
Recadi Technologies,https://recadi.co.za/,,
Artwork Army - Packaging Design & 3D Renders,https://artworkarmy.co.za/,,
Martins Installations - Turn-Key Security System Installers,http://www.martinsinst.co.za/,,
Dube Developers,https://www.dubedevelopers.co.za/,,
Eagle Micro Systems CC,https://www.eaglemicro.co.za/,,
Instrumech Engineering,http://www.instrumechengineering.co.za/,,
Jet Creative Studio,https://www.jetcreativestudio.com/,,
Ekhurleni Fire Detectors CC,http://www.ekhurlenifire.co.za/,,
Jeenel Technology Services Pty Ltd,http://www.jeenel.com/,,
Greensky Brand Architects,http://www.greensky.co.za/,,
Visiongrind Branding Solutions,https://www.visiongrind.co.za/,,
Worcester Kommunikasie,http://www.worcesterkommunikasie.co.za/,,
ElmMac Pty Ltd | Websites . Mobile Apps & Software Developers,https://elmmac.co.za/,,
"Mate Systems (Access control, Turnstile, Siren, Clock card machine, Fingerprint scanner, Biometric reader)",https://www.matesystems.co.za/,,
DesignCo. Brand Developers,http://www.designcoza.com/,,
SA Fire Holdings - (SA Fire Group) - Wonderboom South,http://www.safireholdings.co.za/,,
Design Lab SA,https://designlabsa.co.za/,,
Atlas Security,http://www.atlas24.co.za/,,
Inovosystems,https://inovosystems.co.za/,,
Founders Box Digital Solutions,http://www.foundersbox.co.za/,,
SST Software and Security Technologies,https://www.sstonline.co.za/,,
Creative Design Studio Knysna,https://www.creativeknysna.co.za/,,
Ngeloz Electrical Witbank,http://www.ngelozelectrical.co.za/,,
ABC Security Shop,https://www.natsecurity.co.za/,,
Dark Rain,https://darkrain-pty-ltd.lovable.app/,,
Fire Detection Suppliers,http://www.mfsprojects.co.za/,,
Ultimate Fire Protection,https://www.ultimatefireprotection.co.za/,,
eRay Technologies,http://www.eraytechnologies.com/,,
Security Goods & Gadgets,http://www.securitygoodsandgadgets.co.za/,,
Trifonics,https://trifonics.co.za/,,
Security Junxion Krugersdorp,http://securityjunxion.co.za/,,
Cradle Security,http://cradlesecurity.co.za/,,
P & P Security,https://ppsecurity.co.za/quote/,,
Mr Technology Relaible Security System,http://www.mrtechnology.co.za/,,
GA Capital,http://www.ferrousinvestments.co.za/,,
EX-PERIENCE Design & Marketing Studio,https://ex-periencestudio.my.canva.site/,,
Gemelli IT Services,http://www.gemelliit.com/,,
CZ Electronics (Pty) Ltd,http://www.czelectronics.co.za/,,
Metalogik Engineering Services,http://www.metalogik.co.za/,,
Nera Capital Partners,http://jwatlalainvestments.com/,,
Xsphere Marketing and Design,https://www.xsphere.co.za/,,
Tomco Electrical And Mechanical Engineering,http://www.tomco.co.za/,,
Codex Designs Inc.,http://www.codexdesigns.co.za/,,
CIDevs - Create and Inspire Developers (Pty) Ltd,https://cidevs.co.za/,,
Tumelo Engineering Solutions,http://www.tumeloengineeringsolutions.co.za/,,
FJ3 Design,https://fj3design.co.za/,,
Astek security & automation Paarl,http://astek.co.za/,,
Pyro-Tech Security Suppliers,http://www.pyro-tech.co.za/,sales@pyro-tech.co.za,done
BBD - Johannesburg,https://www.bbdsoftware.com/,,
Embedded-IQ,https://embedded-iq.com/,,
IoTdc (Pty) Ltd,https://iotdc.co.za/,,
CKR Consulting Engineers - Johannesburg,http://www.ckr.co.za/,,
MyGrowthFund Venture Partners,http://www.mygrowthfund.co/,,
AUKODesigns,http://www.aukodesignss.co.za/,,
Fire Detection Systems,http://www.firedetect.co.za/,,
A N S Fire Protection Services CC,http://ansfire.co.za/,,
RSEC Security Equipment Centre Pty Ltd,https://rsec.co.za/,,
KRS | Khanyisa Real Systems | Software Development Company,https://krs.co.za/,,
Elementary Technologies - Lighting Controls & IoT solutions in Cape Town,https://www.elementarytechnologies.co.za/,,
Devcotech Electrical Engineering,http://www.kaltron.co.za/,,
Newtown Partners,https://www.newtownpartners.com/,,
IDESO - Industrial Design Solutions,http://www.ideso.co.za/,,
Eagle Fire Control,http://www.eaglefire.co.za/,,
Blue Flame Group,http://blueflamegroup.co/,,
Blue Security,https://www.bluesecurity.co.za/,,
Kaleidocode Pty Ltd,http://www.kaleidocode.co.za/,,
Codesphere Systems,https://www.codesphere.co.za/,,
Zenotha IT Solutions,https://zenotha.co.za/,,
SMEC South Africa Durban,https://www.smec.com/location/south-africa/,,
eSiza Capital,http://esizacapital.com/,,
Trade & Investment KwaZulu-Natal,http://www.tikzn.co.za/,,
Pasculus Creative,http://pasculus.co.za/,,
EyeDentiFire,http://www.eyedentifire.co.za/,,
N1 Fire and Security 1475,http://www.firetec.co.za/,firesec@mweb.co.za,done
Novis Integrated Systems A FADT Authorised Dealership,https://novistech.co.za/,,
Livex Software,https://livex.co.za/,,
HJ Embedded Systems,http://www.hjsystems.co.za/,,
IoT.nxt,https://www.iotnxt.com/,,
Technology Station in Electronics,http://www.tselectronics.co.za/,,
Fledge Capital,http://fledge.co.za/,,
Digital Interactive Graphic Design Studio Pretoria,https://www.di.co.za/,,
Fire Detection Services,http://www.firedetectionservicessa.co.za/,,
Gemlay Fire Alarm Systems,http://www.gemlayfire.co.za/,,
Sensor Security Eastern Cape,https://www.sensorsecurity.co.za/,,
COMPRSA,http://www.comprsa.com/,,
Intelligent Output Systems,http://www.iosystems.co.za/,,
The Engineering Hub,https://theengineeringhub.co.za/,,
Xwena Capital,http://xwenacapital.com/,,
OFT Group,https://oftgroup.co.za/,,
Design Engineering,https://inovine.co.za/,,
Ashes Fire and Security (Pty) Ltd,https://ashesfire.co.za/,,
Code Blue Alarms & Monitoring,http://codebluealarms.co.za/,,
Vergo Tech,https://www.vergotech.co.za/,,
MSQ Technologies,http://www.msqtech.co.za/,,
Electronic & Power Manufacturing,http://www.epm.co.za/,,
Concept Ventures,https://www.hlayisani.com/,,
New Perspective Design | Websites | Marketing | Graphics | Branding,https://www.newperspectivestudio.co.za/,,
OFS Fire Services,https://www.centaofsfire.com/,,
Elvey Security Technologies - Bloemfontein Branch,http://www.elvey.co.za/,,
CodePure,http://www.codepure.co.za/,,
IQ Tech - Intelligent Quality Technology,https://www.iqtech.co.za/,,
U-Tech Engineering,https://u-tech.co.za/,,
WN Capital (Pty) Ltd,https://salvocapital.com/,,
Brand New SA,http://brandnewsa.com/,,
Unique Fire,http://www.uniquefire.co.za/,,
Singularity Technologies (pty) Ltd,http://www.singularitytech.co.za/,,
Quality Engineering,https://www.qualityengineering.co.za/,,
Trade & Investment Limpopo,https://pamvura.co.za/,admin@pamvura.co.za,done
Dig The Elements (Pty) Ltd,https://digtheelements.co.za/,,
Fire Control Security Services,http://www.firecontrolservices.co.za/,,
Regal Distributors SA (Pty) Ltd,http://www.regalsecurity.co.za/,,no website
eKhonnector Systems,https://www.ekhonnector.co.za/,,
The I.T Company(PTY)LTD,http://theitco.co.za/,,
Electro Systems,http://www.electrosystems.co.za/,,
Capital Legacy Nelspruit,https://www.capitallegacy.co.za/,,
UNDERCOVER DESIGN,https://billing639c.myportfolio.com/,,
Kevcor,http://fgsnet.co.za/,,
Top Security Systems - TSS,https://topsec.co.za/,,
BoosTech Kimberley,https://boostechsa.co.za/,,
IPT,https://ipt.za.com/it-support-kimberley/,,
Geard Electrical (Pty Ltd),http://geardelectrical.co.za/,,
"NCEDA (NORTHERN CAPE ECONOMIC DEVELOPMENT, TRADE AND INVESTMENT PROMOTION AGENCY)",http://maletchaba.co.za/,,
Makespace Architects,http://www.makespace.co.za/,,
City Fire and Safety,http://www.taligenix.co.za/,,
City Fire and Safety,https://www.sentinelfiresafetysolutions.co.za/,,
Securocity,http://www.securocity.co.za/,securocity@gmail.com,done
PHINEM GRAPHIX,https://phinemgraphix.co.za/,,
Techkings,http://www.techkings.co.za/,,
SST Software and Security Technologies,https://www.sstonline.co.za/,,
Techni Pro (Head Office),http://www.technipro.co.za/,,
Rolyn Engineering,http://www.rolynengineering.co.za/,,
OBP Investments (Pty) Ltd,http://www.obp-i.co.za/,,
JL Creatives,http://www.jlcreatives.co.za/,,
Fire Alert,http://www.firealert.co.za/,,
Capital Fire & Safety Services,http://www.capitalfire.co.za/,,
NDS Security Solutions,http://www.ndssecuritysolutions.co.za/,"info@ndssecuritysolutions.co.za,salesballito@ndssecuritysolutions.co.za,saleschats@ndssecuritysolutions.co.za,salespmb@ndssecuritysolutions.co.za,salesrbay@ndssecuritysolutions.co.za,salestoti@ndssecuritysolutions.co.za,support@securitydistributor.com",done
Terabyte Technologies,https://www.terabytedesigns.co.za/,,
Bastrio Technology,https://www.bastrio.co.za/,,
My Fridge Online,https://mfol.co.za/,,
Anderson Engineering,http://www.andersoneng.co.za/,,
Hunnid Bands Capital,http://www.strathedeninvestments.co.za/,,
Brent on Fire,https://showme.co.za/george/industry/caw-fire-supplies/,,
SECURITECH (GEORGE),https://securitechdistributors.co.za/,,
"Cloudfusion - Custom Web, App & Software Solutions",https://www.cloudfusion.co.za/,,
Outeniqua IT,https://www.outeniquait.co.za/,,
BDE Consulting Engineers (Pty) Ltd,https://bdeconsult.co.za/,,
Maker Industries,https://themakerindustries.com/,,
Stellfire,http://www.stellfire.co.za/,,
Entersekt | The Financial Authentication Company,http://www.entersekt.com/,,
Wave Technologies SA,http://wave.co.za/,,
Octoco,http://octoco.ltd/,,
Etse Electronics,http://www.etse.co.za/,,
Invenfin,http://www.invenfin.com/,,
Knysna Fire Safety Equipment,https://www.grfire.co.za/,,
Allsound Security Cc,https://www.allsound.co.za/,,
Electron Software Solutions,http://www.electronsoftwaresolutions.co.za/,,
Venter Engineering,http://www.venterengineering.co.za/,,
Pivotal Financial Planning,http://mayfaircapital.xyz/,,
FAB Company,http://www.fabcompany.co.za/,,
SA Fire & Emergency Services,https://www.safe247.co.za/,,no email
THE SECURITY MECCA RICHARDS BAY,https://www.secmecrb.co.za/,,no website
Amidel KZN,http://www.amidel.co.za/,"connect@amidel.co.za,inforeg@justice.gov",done
Philco Systems (Pty) Ltd.,http://www.philco.co.za/,,
Rhino Capital Investments (Pty) Ltd,http://rcinvest.co.za/,,
3D Inc (3D printing),http://3dinc.co.za/,,
Mighty Fire Enterprises (Pty) Ltd,http://www.mightyfire.co.za/,"info@mightyfire.co.za,mightyfireenterprises@gmail.com",done
Security Junxion Witbank,http://instruman.co.za/,,
Collabrains Technologies.,https://collabrainstechnologies.co.za/,,
GITECH,https://www.gitech.co.za/,,
Calibre Consulting Engineers (SA) (Pty) Ltd,http://www.calibreeng.co.za/,,
Maison Investments 120 PTY LTD,http://www.mi120.co.za/,,
Mogale Design And Projects(PTY)Ltd.,https://664d1d8495f77.site123.me/,,
CSA Fire & Safety,http://www.csafire.co.za/,"info@csafire.co.za,kathu.nc@csafire.co.za,nastassja@csafire.co.za,sales@csahydraulics.co.za,target.fs@csafire.co.za,westonaria@csafire.co.za",done
FestFireSecurity™,http://www.fest.co.za/,,no email
The Security Mecca - Potch,http://www.secmec.shop/,,no website
Eduplay Software and Development (Pty) Ltd,http://www.eduplay.co.za/,,
Jericho Systems,http://jerichosystems.co.za/,,
ISP Home Automation,https://isphome.co.za/,,
ELECTRO INSTRUMENTS,http://wjengineering.net/,,
The Design Studio Architects,http://thedesignstudio.co.za/,,
TLC FIRE,http://www.tlcfire.co.za/,"admin@tlcfire.co.za,andre@tlcfire.co.za,marie@tlcfire.co.za,training@tlcfire.co.za",done
Waltec CCTV,https://waltec.co.za/,,
Global Solutions Group,http://www.globalsolutionsgroup.co.za/,"GSG@companydomain.com,info@company.com,info@globalsolutionsgroup.co.za,john@example.com,support@globalsolutionsgroup.co.za",done
IT Solutions,http://www.itsklerksdorp.co.za/,,
Klerksdorp Engineering,http://www.klerksdorpengineering.co.za/,,
PPW and Associates (North West),http://ppw-associates.com/,,
Colad Design Studio,http://www.colad.co.za/,,
Fire Quip Sales & Service,http://fire-quip.co.za/,"admin@fire-quip.co.za,bhm@fire-quip.co.za,bloem@fire-quip.co.za,kathu@fire-quip.co.za,marius@fire-quip.co.za,vaal@fire-quip.co.za",done
Shepherd Alarms,http://www.lgsecurity.co.za/,"accounts@lgsecurity.co.za,info@lgsecurity.co.za",done
Pksh Consulting,http://www.pksh.co.za/,,
The A&R Group,http://www.areng.co.za/,,
IE Capital,https://iecapital.co.za/,,
Link Designs - Graphic & Website Design,http://www.link-designs.co.za/,,
The Fire Guy,http://www.firesolve.co.za/,,
FireQuest,https://firequest.co.za/,,
Vaal Secure Solutions (Pty) Ltd,https://www.rescom.co.za/,,
Siteweb Digital Marketing,https://www.siteweb.co.za/,,
Tecmo Automation (Pty) Ltd,http://www.csdtecmo.co.za/,,
Malitech Engineering,http://www.malitech.co.za/,,
Fb Design,https://www.tpede.co.za/,,
Marshall Fire Systems,https://www.satafafireservices.co.za/,sales@satafafireservices.co.za,done
Centurion Systems Soweto,https://www.centsys.co.za/,"info@centurionsystems.co.za,legal@centsys.co.za",done
Moosistheking software development,http://www.lesleyledwaba.life/,,
The IOT Cafe,http://www.iotelectronics.co.za/,,
Ericson Engineering (pty) Ltd,https://ericsonengineering.co.za/,,
INDABUKO DESIGN,http://www.indabukodesign.co.za/,,
Cape Town Fire & Maintenance Services,http://firemaintenance.co.za/,,
SSS Defence Unit company PTY LTD,http://hdssolutions.co.za/,,no website
J N L TECH AND SOFTWARE PTY LTD,https://www.jnltechandsoftware.co.za/,info@jnltechandsoftware.co.za,done
Quantum Design and Engineering (PTY) Ltd.,http://www.qde.co.za/,,
Dayile Creations,https://www.dayilecreations.co.za/,,
Mitchell's Plain Fire Station,http://www.capetown.gov.za/,"Comprehensive.IntegratedTransportPlan@capetown.gov,TableBay.DistrictSDF@capetown.gov,cct.webmaster@capetown.gov,cct.webmaster@capetown.gov.za,comprehensive.integratedtransportplan@capetown.gov.za,electricityapplication.queries@capetown.gov,electricityapplication.queries@capetown.gov.za,sustainableenergymarkets.enquiries@capetown.gov,sustainableenergymarkets.enquiries@capetown.gov.za,tablebay.districtsdf@capetown.gov.za,valuations@capetown.gov,valuations@capetown.gov.za,valuationsappeals@capetown.gov,valuationsappeals@capetown.gov.za,valuationsobjection@capetown.gov,valuationsobjection@capetown.gov.za",done
Star Security Services,http://starsecurityservices.co.za/,,
IT Artisan Computer Services,https://itartisan.co.za/,,
M Quarts tech,https://mquarts.co.za/,mquarts21@gmail.com,done
Inzalo Yamaqhawe Technologies (Pty) Ltd,https://iytechnologies.co.za/,info@iytechnologies.co.za,done
SCC SEKHASIMBE CONSIENTIOUS COMPANY(PTY)LTD,http://www.sekhasimbecc.africa/,,
Unique Studio Group,https://mamelodibiz.co.za/,,
Fire and Security Techniques,https://www.fst.co.za/,,
Security Warehouse Headquarters,http://www.securitywarehouse.co.za/,,
